GDS Record Locator,Reservation Date,Check In Date,Check Out Date,Hotel Chain Code,Hotel Chain Name,Hotel Property Name,Hotel Address,Hotel City Name,Hotel State,Hotel Zip Code,Hotel Country Code,Number of Room Nights,Daily Rate,Room Rate Code,Online Indicator
3E3M5B,10/6/10,10/11/10,10/12/10,WI,WESTIN HOTELS,Westin Casuarina Las Vegas,160 East Flamingo,Las Vegas                ,NV,89109,US,1,93.00,A1KGOV,N
3E3M5B,10/6/10,10/11/10,10/12/10,WI,WESTIN HOTELS,Westin Casuarina Las Vegas,160 East Flamingo,Las Vegas                ,NV,89109,US,1,93.00,A1KGOV,N
3EAYSF,10/19/10,10/23/10,10/24/10,HI,HOLIDAY INNS,Holiday Inn Exp Ste Airport Seattle WA,19621 International Blvd,Seattle                  ,WA,98188,US,1,94.00,KNGNXV,Y
3EB9BN,10/8/10,10/13/10,10/14/10,CC,CLARION HOTELS,Solita Soho Htl Clarion New York NY,159 Grand Street,New York                 ,NY,10013,US,1,279.00,Z31XXV,N
3EB9BN,10/8/10,10/13/10,10/14/10,CC,CLARION HOTELS,Solita Soho Htl Clarion New York NY,159 Grand Street,New York                 ,NY,10013,US,1,279.00,Z31XXV,N
3EB9BN,10/8/10,10/14/10,10/16/10,DT,DOUBLETREE HOTELS,Doubletree Wash DC,1515 Rhode Island Ave Nw,Washington               ,DC,20005,US,2,211.00,A04ACS,N
3EB9BN,10/8/10,10/14/10,10/16/10,DT,DOUBLETREE HOTELS,Doubletree Wash DC,1515 Rhode Island Ave Nw,Washington               ,DC,20005,US,2,211.00,A04ACS,N
3FFG73,10/21/10,10/26/10,10/28/10,GI,HILTON GARDEN INN,Hilton Grdn Inn Daytona Beach FL,189 Midway Avenue,Jacksonville             ,FL,32214,US,2,84.00,A01A0S,Y
3FHI8D,10/13/10,10/18/10,10/21/10,CY,COURTYARD BY MARRIOTT,Courtyard Lakewood,7180 W Hampden Blvd,Denver                   ,CO,80227,US,3,119.00,XVUN00,Y
3FHI8D,10/15/10,10/18/10,10/21/10,CY,COURTYARD BY MARRIOTT,Courtyard Lakewood,7180 W Hampden Blvd,Denver                   ,CO,80227,US,3,119.00,XVUN00,N
3FL3ZJ,10/11/10,10/14/10,10/15/10,BW,BEST WESTERN INTL,Best Western Landing Hotel Ketchikan AK,3434 Tongass Avenue,Ketchikan                ,AK,99901,US,1,98.00,A1KXVU,Y
3FMBY9,10/8/10,10/13/10,10/14/10,OM,OMNI/SUPRANATIONAL,Omni La Mansion Del Rio San Antonio TX,112 College Street Bexar,San Antonio              ,TX,78205,US,1,106.00,A1KGOV,Y
3FQYRL,10/12/10,10/14/10,10/15/10,CP,CROWNE PLAZA HOTELS,Crowne Plaza Billings MT,27 North 27Th St,Billings                 ,MT,59101,US,1,77.00,OQNNXV,Y
3FVM6V,10/8/10,10/13/10,10/16/10,SI,SHERATON HOTELS,Sheraton New York Hotel And To,811 Seventh Ave,New York                 ,NY,10019,US,3,269.00,O1QGOV,Y
3FVM6V,10/12/10,10/13/10,10/15/10,SI,SHERATON HOTELS,Sheraton New York Hotel And To,811 Seventh Ave,New York                 ,NY,10019,US,2,269.00,O1QGOV,Y
3G4LBH,10/7/10,10/11/10,10/21/10,CP,CROWNE PLAZA HOTELS,Crowne Plaza Ravinia Atlanta GA,4355 Ashford Dunwoody Road,Atlanta                  ,GA,30346,US,10,132.00,GOVA00,N
3GBGVC,10/8/10,10/13/10,10/14/10,DT,DOUBLETREE HOTELS,Doubletree City Center,N 322 Spokane Falls Ct,Spokane                  ,WA,99201,US,1,86.00,A02ACZ,N
3GD46H,10/7/10,10/12/10,10/13/10,HX,HAMPTON INNS,Hampton Inn And Suites Crystal Arlington,2000 Jefferson Davis Hwy,Arlington                ,VA,22202,US,1,211.00,A06A3Q,N
3H3JFF,10/6/10,10/7/10,10/8/10,XX,INDEPENDENT,Non GDS Participating Hotel,,Hibbing,MN,,US,1,65.00,GOV,N
3H44JO,10/7/10,10/11/10,10/13/10,OM,OMNI/SUPRANATIONAL,Omni Corpus Christi Hotel,900 707 N Shorline,Corpus Christi           ,TX,78401,US,2,87.00,DDMGOV,Y
3H7RHM,10/7/10,10/12/10,10/15/10,ES,EMBASSY SUITES,Embassy Suites El Paso Tx,6100 Gateway East,El Paso                  ,TX,79905,US,3,99.00,A0BA1N,Y
3HDBLV,10/7/10,10/12/10,10/14/10,MC,MARRIOTT HOTELS,Marriott Greensboro NC,One Marriott Drive,Greensboro               ,NC,27409,US,2,85.00,GOVA00,Y
3HJCM5,10/6/10,10/7/10,10/8/10,SI,SHERATON HOTELS,Sheraton Stes Houston Galleria Houston T,2400 West Loop South,Houston                  ,TX,77027,US,1,109.00,S1KGOV,N
3HSXZZ,10/12/10,10/18/10,10/19/10,HY,HYATT HOTELS,Hyatt Charlotte NC,7900 Forest Point Blvd,Charlotte                ,NC,28273,US,1,95.00,KNGFPL,Y
3HU4L8,10/21/10,11/14/10,11/20/10,DT,DOUBLETREE HOTELS,Doubletree Wash DC,1515 Rhode Island Ave Nw,Washington               ,DC,20005,US,6,181.00,A04ACV,Y
3HVX8X,10/11/10,10/14/10,10/16/10,HX,HAMPTON INNS,Hampton Inn - Alexandria VA - Old Town,5821 Richmond Highway,Alexandria               ,VA,22303,US,2,189.00,A09A3T,Y
3HYCWS,10/13/10,10/18/10,10/20/10,PH,PREFERRED HOTELS,Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,2,99.00,B1QGV1,Y
3I3N99,10/22/10,10/26/10,10/29/10,CP,CROWNE PLAZA HOTELS,Crowne Plaza Old Town Alexandria VA,901 North Fairfax,Alexandria               ,VA,22314,US,3,211.00,KWCNXV,Y
3IV6DF,10/22/10,11/28/10,12/3/10,HG,HOMEWOOD SUITE,Hg Stes Washington Dc Downtown,1475 Massachusetts Avenue Nw,Washington               ,DC,20005,US,5,181.00,A00A50,Y
3IX2VC,10/20/10,10/25/10,10/29/10,MC,MARRIOTT HOTELS,Marriott Fairfax Fair Oaks,1187 Lee Jackson Memorial Highway,Fairfax                  ,VA,22033,US,4,211.00,GOVV00,Y
3JD4N6,10/7/10,10/13/10,10/14/10,HH,HILTON/CONRAD HOTELS,Hilton Miami Downtown,1601 Biscayne Blvd,Miami                    ,FL,33132,US,1,104.00,A04A5L,N
3JDMR5,10/11/10,10/14/10,10/15/10,RA,RAMADA INNS,Ramada Inn,2101 Ave F,Del Rio                  ,TX,78840,US,1,77.00,K11ZGU,Y
3JECRW,10/7/10,10/13/10,10/14/10,HH,HILTON/CONRAD HOTELS,Hilton Miami Downtown,1601 Biscayne Blvd,Miami                    ,FL,33132,US,1,104.00,A04A5L,N
3JGQ5Z,10/8/10,10/11/10,10/15/10,UN,CARINO HOTELS,The Stoneleigh Hotel And Spa Dallas,2927 Maple Avenue,Dallas                   ,TX,75201,US,4,117.00,A1KGOV,N
3JLFNP,10/8/10,10/12/10,10/13/10,BW,BEST WESTERN INTL,Best Western Charleston Plaza,1010 Washington Street East,Charleston               ,WV,25301,US,1,76.46,A1KXVU,Y
3JMR9J,10/21/10,11/3/10,11/5/10,HH,HILTON/CONRAD HOTELS,Washington Hilton And Towers,1919 Connecticut Ave Nw,Washington               ,DC,20009,US,2,181.00,A03FWE,Y
3JO3NJ,10/21/10,11/3/10,11/5/10,HH,HILTON/CONRAD HOTELS,Washington Hilton And Towers,1919 Connecticut Ave Nw,Washington               ,DC,20009,US,2,181.00,A03FWE,Y
3JOGX5,10/21/10,11/3/10,11/5/10,HH,HILTON/CONRAD HOTELS,Washington Hilton And Towers,1919 Connecticut Ave Nw,Washington               ,DC,20009,US,2,181.00,A03FWE,Y
3JVNOM,10/8/10,10/12/10,10/13/10,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,1,95.00,B2DGOV,Y
3JVNOM,10/8/10,10/12/10,10/13/10,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,1,95.00,B2DGOV,Y
3JXCD6,10/7/10,10/7/10,10/8/10,HH,HILTON/CONRAD HOTELS,Hilton Raleigh Durham Airport,4810 Page Creek Lane,Durham                   ,NC,27703,US,1,89.00,A02B71,N
3LHH9A,10/11/10,10/13/10,10/14/10,DT,DOUBLETREE HOTELS,Doubletree South Burlington VT,1117 Williston Road,South Burlington         ,VT,05403 5717,US,1,111.00,A01A8B,Y
3LHH9A,10/13/10,10/17/10,10/18/10,DT,DOUBLETREE HOTELS,Doubletree South Burlington VT,1117 Williston Road,South Burlington         ,VT,05403 5717,US,1,111.00,A01A8B,N
3LRS84,10/20/10,10/24/10,10/26/10,OM,OMNI/SUPRANATIONAL,Omni Shoreham Hotel,2500 Calvert Street Northwest,Washington               ,DC,20008,US,2,211.00,A1KXVU,N
3LXAOS,10/21/10,10/27/10,10/28/10,HX,HAMPTON INNS,Hampton Inn Evansville IN,8000 Eagle Crest Blvd,Evansville               ,IN,47715,US,1,77.00,A04A1O,Y
3O9JSE,10/11/10,10/12/10,10/13/10,MC,MARRIOTT HOTELS,Marriott Jackson Downtown MS,200 Amite St,Jackson                  ,MS,39201,US,1,77.00,GOVA00,N
3OBOZ5,10/11/10,10/12/10,10/14/10,CP,CROWNE PLAZA HOTELS,Crowne Plaza Metro Romulus MI,8000 Merriman Road,Romulus                  ,MI,48174,US,2,89.00,KNGNXV,N
3P2BR6,10/15/10,10/19/10,10/20/10,DT,DOUBLETREE HOTELS,Doubletree Guest Suites N.Y.,1568 Broadway,New York                 ,NY,10036,US,1,269.00,A09ACG,N
3P698S,10/21/10,11/3/10,11/4/10,ES,EMBASSY SUITES,Embassy Suites Laredo Tx,110 Calle Del Norte,Laredo                   ,TX,78041,US,1,78.00,A05A9P,Y
3PZWXJ,10/15/10,10/20/10,10/21/10,CP,CROWNE PLAZA HOTELS,Crowne Plaza Metro Romulus MI,8000 Merriman Road,Romulus                  ,MI,48174,US,1,89.00,KNGNXV,Y
3QB9UY,10/22/10,11/15/10,11/16/10,ES,EMBASSY SUITES,Embassy Suites Syracuse-Dewitt NY,6646 Old Collamer Rd,East Syracuse            ,NY,13057,US,1,93.00,A08A6V,Y
3QB9UY,10/22/10,11/16/10,11/17/10,HY,HYATT HOTELS,Hyatt Regency Buffalo NY,Two Fountain Plaza,Buffalo                  ,NY,14202,US,1,98.00,KNGFPL,Y
3QB9UY,10/29/10,11/15/10,11/16/10,ES,EMBASSY SUITES,Embassy Suites Syracuse-Dewitt NY,6646 Old Collamer Rd,East Syracuse            ,NY,13057,US,1,-93.00,A08A6V,N
3QB9UY,10/29/10,11/16/10,11/17/10,HY,HYATT HOTELS,Hyatt Regency Buffalo NY,Two Fountain Plaza,Buffalo                  ,NY,14202,US,1,-98.00,KNGFPL,N
3QGANZ,10/20/10,10/25/10,10/27/10,RC,RESIDENCE INNS,Residence Lexington,1080 Newtown Pike,Lexington                ,KY,40511,US,2,89.00,XVUN00,Y
3QUFW4,10/13/10,10/18/10,10/19/10,HY,HYATT HOTELS,Hyatt Charlotte NC,7900 Forest Point Blvd,Charlotte                ,NC,28273,US,1,95.00,KNGFPL,Y
3R3MXX,11/3/10,11/8/10,11/11/10,IC,INTERCONTINENTAL HOTELS,Mark Hopkins Intercontinental,Number One Nob Hill,San Francisco            ,CA,94108,US,3,142.00,KSTG52,N
3R4H8Q,10/25/10,11/2/10,11/5/10,CP,CROWNE PLAZA HOTELS,Crowne Plaza Billings MT,27 North 27Th St,Billings                 ,MT,59101,US,3,77.00,CSTNXV,N
3R4V2B,10/15/10,10/19/10,10/20/10,HX,HAMPTON INNS,Hampton Inn - Butte MT,3499 Harrison Avenue,Butte                    ,MT,59701,US,1,86.00,A0DA1Y,Y
3R7XHZ,10/13/10,10/17/10,10/18/10,MC,MARRIOTT HOTELS,Marriott Fort Wayne IN,305 E Washington Center Rd,Fort Wayne               ,IN,46825,US,1,86.00,GOVA00,N
3S8QUU,10/14/10,10/17/10,10/20/10,YX,SYNXIS CORPORATION,Kyoto Grand Hotel And Gardens Los Angele,120 South Los Angeles St,Los Angeles              ,CA,90012,US,3,123.00,GOVERN,Y
3S8QUU,10/14/10,10/20/10,10/22/10,WI,WESTIN HOTELS,The Westin Long Beach CA,333 East Ocean Blvd Long Beach,Long Beach               ,CA,90802,US,2,123.00,E2DGVF,Y
3SBHQ2,12/1/10,12/5/10,12/10/10,KC,KIMCO HOTELS,Serrano Hotel,405 Taylor Street At O Farrell,San Francisco            ,CA,94102,US,5,159.00,A1KTSA,Y
3SCXZU,10/18/10,10/20/10,10/21/10,RC,RESIDENCE INNS,Residence Inn El Paso TX,6355 Gateway W Blvd,El Paso                  ,TX,79912,US,1,95.00,GOVC00,N
3SGFMI,10/20/10,10/24/10,10/30/10,HG,HOMEWOOD SUITE,Homewood Suites Overland Pk Ks,10556 Marty Avenue,Overland Park            ,KS,66212,US,6,99.00,A01A4J,Y
3SJ7DG,10/21/10,11/15/10,11/18/10,WV,IHOTELIER,Congress Plaza Hotel Chicago IL,520 South Michigan Avenue,Chicago                  ,IL,60605,US,3,170.00,B1KGOV,Y
3SMNLZ,10/15/10,10/19/10,10/20/10,MC,MARRIOTT HOTELS,Marriott City Center,220 South State Street,Salt Lake City           ,UT,84111,US,1,95.00,GOVA00,N
3SQJMN,10/21/10,12/5/10,12/10/10,HH,HILTON/CONRAD HOTELS,Hilton Grand Vacations Flaming Las Vegas,3575 Las Vegas Blvd S,Las Vegas                ,NV,89109,US,5,109.00,A01A6C,Y
3U65EP,10/22/10,11/15/10,11/18/10,HI,HOLIDAY INNS,Holiday Inn Express And Suites Manteca C,179 Commerce Ave,Manteca                  ,CA,95336,US,3,84.00,KNGN13,Y
3UA8UN,10/20/10,10/25/10,10/27/10,KC,KIMCO HOTELS,The Onyx Hotel Boston MA,155 Portland Street,Boston                   ,MA,02114,US,2,206.00,B1KXVU,Y
3UB646,10/22/10,10/31/10,11/3/10,ES,EMBASSY SUITES,Embassy Suites Perimeter Ctr Atlanta GA,1030 Crown Pointe Pkwy,Atlanta                  ,GA,30338,US,3,132.00,A06A6U,Y
3UBD72,10/15/10,10/18/10,10/20/10,MC,MARRIOTT HOTELS,Marriott Washington,1221 22Nd St Nw,Washington               ,DC,20037,US,2,211.00,GOVA00,N
3UBD72,10/15/10,10/20/10,10/21/10,CY,COURTYARD BY MARRIOTT,Courtyard Annapolis MD,2559 Riva Road,Annapolis                ,MD,21401,US,1,114.00,GOVA00,N
