GDS Record Locator,Reservation Date,Check In Date,Check Out Date,Hotel Chain Code,Hotel Chain Name,Hotel Property Name,Hotel Address,Hotel City Name,Hotel State,Hotel Zip Code,Hotel Country Code,Number of Room Nights,Daily Rate,Room Rate Code,Online Indicator
CONUCE,6/29/11,6/29/11,6/30/11,HI,HOLIDAY INNS,Holiday Inn Gulfport Arpt,9515 Highway 49,Gulfport                 ,MS,39503,US,1,82.00,KNG,N
COOPFU,4/17/13,4/22/13,4/26/13,HX,HAMPTON INNS,Hampton Inn Denver W Lakewood CO,137 Union Blvd,Denver                   ,CO,80228,US,4,149.00,A0CA2J,Y
CORPJA,1/3/13,1/8/13,1/10/13,CY,COURTYARD BY MARRIOTT,Courtyard Marriott - Pasadena CA,180 North Fair Oaks Ave,Pasadena                 ,CA,91103,US,2,125.00,XVUO00,N
CORPJA,1/3/13,1/8/13,1/10/13,CY,COURTYARD BY MARRIOTT,Courtyard Marriott - Pasadena CA,180 North Fair Oaks Ave,Pasadena                 ,CA,91103,US,2,125.00,XVUO00,Y
COSBEE,6/20/12,6/25/12,6/28/12,HI,HOLIDAY INNS,Holiday Inn Exp-Stes Nogales AZ,850 W Shell Road,Nogales                  ,AZ,85621,US,3,77.00,KNGXVU,N
COSBZL,7/13/11,7/18/11,7/19/11,WV,IHOTELIER,Davenport Hotel Spokane WA,10 South Post Street,Spokane                  ,WA,99201,US,1,86.00,I1K,Y
COSBZL,7/15/11,7/18/11,7/19/11,WV,IHOTELIER,Davenport Hotel Spokane WA,10 South Post Street,Spokane                  ,WA,99201,US,1,86.00,I1K,N
COXAVU,9/9/11,9/12/11,9/13/11,WI,WESTIN HOTELS,Westin Washington DC,1400 M Street N W,Washington               ,DC,20005,US,1,211.00,C2D,N
CPBZWK,9/13/12,9/18/12,9/19/12,DT,DOUBLETREE HOTELS,Doubletree Hotel Harbor View,1646 Front Street,San Diego                ,CA,92101,US,1,129.00,A03A92,Y
CPDLKG,8/31/11,9/6/11,9/8/11,OM,OMNI/SUPRANATIONAL,Omni Fort Worth Hotel,1300 Houston Street Tarrant,Fort Worth               ,TX,76102,US,2,138.00,A1K,Y
CPIJWU,2/24/11,3/1/11,3/2/11,HY,HYATT HOTELS,Grand Hyatt San Francisco CA,345 Stockton St,San Francisco            ,CA,94108,US,1,142.00,DBL,Y
CPIJWU,3/1/11,3/1/11,3/2/11,HY,HYATT HOTELS,Grand Hyatt San Francisco CA,345 Stockton St,San Francisco            ,CA,94108,US,1,142.00,DBL,Y
CPIJWU,3/1/11,3/1/11,3/2/11,HY,HYATT HOTELS,Grand Hyatt San Francisco CA,345 Stockton St,San Francisco            ,CA,94108,US,1,142.00,DBL,N
CPIVLZ,11/8/10,11/9/10,11/10/10,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,1,95.00,B2D,N
CPLLKQ,2/24/11,3/1/11,3/2/11,CC,CLARION HOTELS,Clarion Suites Anchorage AK,325 W 8Th Ave,Anchorage                ,AK,99501,US,1,99.00,Z22,N
CPNVPU,4/17/13,4/22/13,4/25/13,HY,HYATT HOTELS,Hyatt House San Diego Sorrento CA,10044 Pacific Mesa Blvd,San Diego                ,CA,92121,US,3,133.00,1KNFPL,N
CPQISC,4/26/13,5/1/13,5/2/13,HY,HYATT HOTELS,Hyatt Regency Columbus OH,350 N High Street,Columbus                 ,OH,43215,US,1,94.00,KNGFPL,Y
CPQYLJ,9/27/13,10/2/13,10/4/13,ES,EMBASSY SUITES,Embassy Stes Minnea Bloomington NM,7901 34Th Ave S,Minneapolis              ,MN,55425,US,2,133.00,A04A5R,N
CPRBOM,8/24/11,8/29/11,8/30/11,HI,HOLIDAY INNS,Holiday Inn Expste Fort Pierre SD,110 East Stanley Road,Fort Pierre              ,SD,57532,US,1,77.00,KNG,Y
CPRBOM,8/24/11,8/30/11,8/31/11,HX,HAMPTON INNS,Hampton Inn And Suites Aberdeen SD,3216 7Th Ave Se,Aberdeen                 ,SD,57401,US,1,77.00,A01,Y
CPRBOM,8/24/11,8/31/11,9/1/11,HI,HOLIDAY INNS,Holiday Inn Expste,2501 S Shirley Ave,Sioux Falls              ,SD,57106,US,1,77.00,OQN,Y
CPSJJT,1/16/13,1/21/13,1/25/13,CP,CROWNE PLAZA HOTELS,Crowne Plaza Hamilton Washington DC,1001 K St NW And 14th St,Washington               ,DC,20005,US,4,183.00,KNG523,Y
CPUQIW,10/28/11,11/1/11,11/2/11,WY,WYNDHAM HOTELS,Wyndham Whitney Historic Hotel,610 Poydras Street,New Orleans              ,LA,70130,US,1,129.00,N1KXVU,Y
CPWJRQ,9/5/13,9/10/13,9/11/13,DT,DOUBLETREE HOTELS,Doubletree Hotel Birmingham,808 South 20 Street,Birmingham               ,AL,35205,US,1,86.00,A02A78,Y
CPWJRQ,9/6/13,9/10/13,9/11/13,DT,DOUBLETREE HOTELS,Doubletree Hotel Birmingham,808 South 20 Street,Birmingham               ,AL,35205,US,1,86.00,A02A78,N
CPWWIK,1/18/11,1/18/11,1/20/11,GH,GRAND HERITAGE,Condado Plaza San Juan,999 Ashford Avenue,San Juan,,00902,PR,2,195.00,A0C,N
CPYWJH,9/26/12,10/12/12,10/13/12,TL,TRAVELODGE,Tl Hotel LAX Los Angeles Intl - Los Ange,5547 W Century Blvd.,Los Angeles              ,CA,90045,US,1,89.00,NK1ZGU,N
CPZWFP,11/24/10,12/1/10,12/2/10,HI,HOLIDAY INNS,Holiday Inn Hotel and Suites Carol Strea,150 S Gary Ave,Carol Stream             ,IL,60188,US,1,120.00,KSM,N
CQAUKH,2/8/12,2/12/12,2/16/12,HG,HOMEWOOD SUITE,Homewood Ste Denver - Lakewood CO,139 Union Blvd,Denver                   ,CO,80228,US,4,149.00,A03A1F,Y
CQBCMD,1/7/13,1/9/13,1/11/13,HH,HILTON/CONRAD HOTELS,Hilton Palmer House,17 East Monroe Street,Chicago                  ,IL,60603,US,2,130.00,A01LX2,N
CQBEQZ,6/15/11,6/20/11,6/21/11,ES,EMBASSY SUITES,"Embassy Suites Pittsburgh  Coraopolis, P",550 Cherrington Pkwy,Coraopolis               ,PA,15108,US,1,115.00,A08,Y
CQEVRC,4/25/12,4/30/12,5/3/12,GI,HILTON GARDEN INN,Hilton Garden Inn Greensboro NC,4307 Big Tree Way,Greensboro               ,NC,27409,US,3,85.00,A0BAK6,Y
CQFBZV,4/6/11,4/10/11,4/12/11,GW,GREAT HOTELS OF THE WORLD,Van Der Valk Hotel - Heerlen NL,Terworm 10,Heerlen,,,NL,2,155.00,C1D,N
CQFBZV,4/6/11,4/12/11,4/17/11,HI,HOLIDAY INNS,Holiday Inn Airport - Diegem BE,Holidaystraat 7,Diegem,,,BE,5,220.35,KNG,N
CQFBZV,4/6/11,4/20/11,4/21/11,HI,HOLIDAY INNS,Holiday Inn London,Bath Road - Sipson Way,London,,UB7 0DP,GB,1,130.60,1DN,N
CQGFXZ,5/12/11,5/17/11,5/18/11,MC,MARRIOTT HOTELS,Marriott Fair Oaks Fairfax VA,11787 Lee Jackson Hwy,Fairfax                  ,VA,22033,US,1,211.00,GOV,N
CQGLHN,9/23/11,9/26/11,9/29/11,HX,HAMPTON INNS,Hampton Inn Suites - Herndon VA,435 Herndon Parkway,Herndon                  ,VA,20170,US,3,211.00,A03,N
CQJCEZ,12/7/11,12/11/11,12/14/11,MC,MARRIOTT HOTELS,Marriott Jw Pennsylvania Ave - Washingto,1331 Pennsylvania Ave,Washington               ,DC,20004,US,3,183.00,GOVA00,Y
CQKCCL,2/29/12,3/5/12,3/8/12,ES,EMBASSY SUITES,Embassy Suites Atlanta,3285 Peachtree Rd Ne,Atlanta                  ,GA,30305,US,3,133.00,A0EA77,Y
CQKVFN,8/28/13,9/3/13,9/5/13,ES,EMBASSY SUITES,"Embassy Suites Orlando, FL",5835 T G Lee Blvd,Orlando                  ,FL,32822,US,2,97.00,A0IA2L,Y
CQQKAQ,6/2/11,6/7/11,6/8/11,CZ,COMFORT SUITES,Comfort Suites Buffalo,901 Dick Rd,Buffalo                  ,NY,14225,US,1,98.00,Z50,Y
CQSXRK,11/30/12,12/4/12,12/5/12,WM,WESTMARK HOTELS,Westmark Fairbanks AK,813 Noble St,Fairbanks                ,AK,99701,US,1,75.00,C1DGOV,N
CQVLOK,7/19/12,7/24/12,7/25/12,RD,RADISSON HOTELS,Radisson Hotel Yuma AZ,1501 South Redondo Center Dr,Yuma                     ,AZ,85365,US,1,78.00,IA0032,Y
CQVUVR,1/4/12,1/9/12,1/13/12,ES,EMBASSY SUITES,Embassy Suites Denver CO,7001 Yampa St,Denver                   ,CO,80249,US,4,149.00,A05A7L,N
CQWYXA,5/26/11,6/1/11,6/2/11,WV,IHOTELIER,Fiesta Resort Conference Center Tempe AZ,2100 South Priest Drive,Tempe                    ,AZ,85282,US,1,81.00,A1K,Y
CRAUXW,6/1/12,6/6/12,6/7/12,WI,WESTIN HOTELS,"Westin Detroit Metro Detroit, MI",2501 Worldgateway Place,Detroit                  ,MI,48242-6298,US,1,91.00,A1KGOV,Y
CRBONK,7/29/11,8/3/11,8/5/11,ES,EMBASSY SUITES,Embassy Suites Indianapolis IN,3912 Vincennes Rd,Indianapolis             ,IN,46268,US,2,91.00,A05,N
CREMZI,8/25/11,8/30/11,8/31/11,SI,SHERATON HOTELS,Four Points Sheraton - San Diego,8110 Aero Dr,San Diego                ,CA,92123,US,1,224.00,A1K,N
CRFVGA,5/5/11,5/10/11,5/12/11,ES,EMBASSY SUITES,Embassy Stes Washin,1250 22Nd St Nw,Washington               ,DC,20037,US,2,211.00,A0C,Y
CRFVGA,5/6/11,5/10/11,5/12/11,ES,EMBASSY SUITES,Embassy Stes Washin,1250 22Nd St Nw,Washington               ,DC,20037,US,2,211.00,A0C,N
CRFVGA,5/9/11,5/10/11,5/13/11,ES,EMBASSY SUITES,Embassy Stes Washin,1250 22Nd St Nw,Washington               ,DC,20037,US,3,211.00,A0C,N
CRFVGA,5/9/11,5/10/11,5/13/11,ES,EMBASSY SUITES,Embassy Stes Washin,1250 22Nd St Nw,Washington               ,DC,20037,US,3,211.00,A0C,N
CRGKBS,6/7/13,6/11/13,6/12/13,HX,HAMPTON INNS,Hampton Inn Elizabeth City NC,402 Halstead Blvd,Elizabeth City           ,NC,27909,US,1,77.00,A08A0V,N
CRGKBS,6/7/13,6/11/13,6/12/13,HX,HAMPTON INNS,Hampton Inn Elizabeth City NC,402 Halstead Blvd,Elizabeth City           ,NC,27909,US,1,77.00,A08A0V,N
CRGKBS,6/7/13,6/12/13,6/13/13,HX,HAMPTON INNS,Hampton Inn Washington DC,2085 West 15Th Street,Washington               ,NC,27889,US,1,77.00,A0BA0H,N
CRGKBS,6/7/13,6/12/13,6/13/13,HX,HAMPTON INNS,Hampton Inn Washington DC,2085 West 15Th Street,Washington               ,NC,27889,US,1,77.00,A0BA0H,N
CRGKBS,6/7/13,6/12/13,6/14/13,HH,HILTON/CONRAD HOTELS,Hilton Wilmington Riverside NC,301 North Water Street,Wilmington               ,NC,28401,US,2,45.50,A06A4V,N
CRGKBS,6/7/13,6/13/13,6/14/13,HH,HILTON/CONRAD HOTELS,Hilton Wilmington Riverside NC,301 North Water Street,Wilmington               ,NC,28401,US,1,91.00,A06A4V,N
CRIULN,1/19/11,1/24/11,1/28/11,WI,WESTIN HOTELS,Westin Washington DC,1400 M Street N W,Washington               ,DC,20005,US,4,181.00,C2D,Y
CRIUXG,4/13/12,4/18/12,4/20/12,ES,EMBASSY SUITES,"Embassy Stes Minnea Bloomington, NM",7901 34Th Ave S,Minneapolis              ,MN,55425,US,2,121.00,A04A5R,Y
CRIYIQ,12/13/12,12/18/12,12/19/12,MC,MARRIOTT HOTELS,Marriott Pittsburgh City Center Pittsbur,112 Washington Place,Pittsburgh               ,PA,15219,US,1,119.00,GOVA00,N
CRJEQS,1/12/11,1/18/11,1/21/11,HI,HOLIDAY INNS,Holiday Inn Express Philadelphia Midtwn,1305 11 Walnut St,Philadelphia             ,PA,19107,US,3,136.00,OAS,Y
CRKEYL,11/21/11,11/28/11,11/29/11,OM,OMNI/SUPRANATIONAL,Omni Fort Worth Hotel,1300 Houston Street Tarrant,Fort Worth               ,TX,76102,US,1,139.00,A1KXVU,N
CRKWYY,8/14/13,8/19/13,8/20/13,DT,DOUBLETREE HOTELS,Doubletree Detroit Dearborn,5801 Southfield Expressway,Detroit                  ,MI,48228,US,1,91.00,A04ACW,Y
CRLLUV,3/22/13,3/26/13,3/28/13,DT,DOUBLETREE HOTELS,Doubletree Miami Mart Airport,711 Nw 72Nd Avenue,Miami                    ,FL,33126,US,2,152.00,A02A8X,Y
CRLPLS,11/1/11,11/2/11,11/3/11,RZ,RITZ CARLTON HOTELS,Ritz Carlton Denver CO,1881 Curtis Street,Denver                   ,CO,80202,US,1,149.00,GOVA00,N
CRLYET,8/17/11,8/22/11,8/24/11,HH,HILTON/CONRAD HOTELS,Hilton New Bern Riverfront,100 Middle Street,New Bern                 ,NC,28560,US,2,94.00,A01,N
CRMFUJ,6/5/13,6/10/13,6/11/13,HH,HILTON/CONRAD HOTELS,Hilton Naples Gulf Coast FL,5111 Tamiami Trail North,Naples                   ,FL,34103,US,1,96.00,A00A15,Y
CRMFUJ,6/5/13,6/10/13,6/11/13,HH,HILTON/CONRAD HOTELS,Hilton Naples Gulf Coast FL,5111 Tamiami Trail North,Naples                   ,FL,34103,US,1,96.00,A00A15,Y
CRMFUJ,6/5/13,6/11/13,6/14/13,HH,HILTON/CONRAD HOTELS,Hilton Tampa Airport,2225 North Lois Avenue,Tampa                    ,FL,33607,US,3,93.00,A0YDFH,Y
CRMFUJ,6/5/13,6/11/13,6/14/13,HH,HILTON/CONRAD HOTELS,Hilton Tampa Airport,2225 North Lois Avenue,Tampa                    ,FL,33607,US,3,93.00,A0YDFH,Y
CRMJXL,7/13/11,7/18/11,7/22/11,DT,DOUBLETREE HOTELS,Doubletree Wash DC,1515 Rhode Island Ave Nw,Washington               ,DC,20005,US,4,157.00,A04,Y
CRMPVC,11/23/10,11/29/10,12/2/10,HX,HAMPTON INNS,Hampton Inn Baton Rouge LA,4646 Constitution Ave,Baton Rouge              ,LA,70808,US,3,96.00,A08,Y
CRMPVC,11/23/10,11/29/10,12/2/10,HX,HAMPTON INNS,Hampton Inn Baton Rouge LA,4646 Constitution Ave,Baton Rouge              ,LA,70808,US,3,96.00,A08,Y
CRNYJV,9/9/11,9/14/11,9/15/11,CX,COUNTRY HOSPITALITY INN,Cntry Inn Stes Mall of America - Bloomin,2221 Killebrew Drive,Minneapolis              ,MN,55425,US,1,120.00,IA0,Y
CROFYJ,9/19/12,9/24/12,9/26/12,GI,HILTON GARDEN INN,Hilton Garden Inn Jackson Downtown,235 West Capitol Street,Jackson                  ,MS,39201,US,2,77.00,A00AEM,Y
CRPLSP,4/6/11,4/11/11,4/12/11,HH,HILTON/CONRAD HOTELS,Hilton Toledo OH,3100 Glendale Avenue,Toledo                   ,OH,43614,US,1,77.00,A00,N
CRUYAQ,1/27/12,1/30/12,1/31/12,BH,HAWTHORN SUITES,Hawthorn Suites El Paso TX,6789 Boeing Drive,El Paso                  ,TX,79925,US,1,85.00,SNQ1DF,N
CRUZTN,8/23/13,8/28/13,8/29/13,HY,HYATT HOTELS,Hyatt Place Independence Oh,6025 Jefferson Drive,Independence             ,OH,44131,US,1,101.00,KNGFPL,Y
CRWWAO,11/20/12,11/26/12,11/30/12,HH,HILTON/CONRAD HOTELS,Hilton Hawaiian Village Honolulu HI,2005 Kalia Road,Honolulu                 ,HI,96815,US,4,177.00,A0FH9W,Y
CRZCUZ,12/9/11,12/13/11,12/16/11,RZ,RITZ CARLTON HOTELS,Ritz-Carlton Atlanta,181 Peachtree Street Northeast,Atlanta                  ,GA,30303,US,3,133.00,GOVB00,N
CRZCUZ,12/9/11,12/14/11,12/16/11,RZ,RITZ CARLTON HOTELS,Ritz-Carlton Atlanta,181 Peachtree Street Northeast,Atlanta                  ,GA,30303,US,2,133.00,GOVB00,N
CSCBMF,11/26/10,11/30/10,12/1/10,KC,KIMCO HOTELS,Monaco Sf A Kimpton - San Francisco CA,501 Geary Street,San Francisco            ,CA,94102,US,1,142.00,A1K,Y
CSCKMX,8/17/12,8/19/12,8/22/12,SI,SHERATON HOTELS,Sheraton Suites San Diego CA,701 A St,San Diego                ,CA,92101,US,3,133.00,A2DXVU,N
CSCQGY,12/1/11,12/6/11,12/9/11,CY,COURTYARD BY MARRIOTT,Courtyard DC Embassy Row,1600 Rhode Island Ave Nw,Washington               ,DC,20005,US,3,183.00,GOVC00,N
CSCQGY,12/5/11,12/6/11,12/9/11,CY,COURTYARD BY MARRIOTT,Courtyard DC Embassy Row,1600 Rhode Island Ave Nw,Washington               ,DC,20005,US,3,183.00,GOVC00,N
CSFZGZ,3/15/12,3/20/12,3/23/12,CP,CROWNE PLAZA HOTELS,Crowne Plaza Downtown Conv Ctr Portland,1441 Ne 2Nd Avenue,Portland                 ,OR,97232,US,3,113.00,KRNXVU,N
CSGNZB,2/21/12,2/21/12,2/23/12,HG,HOMEWOOD SUITE,Homewood Ste Sacramento CA,3001 Advantage Way,Sacramento               ,CA,95834,US,2,99.00,A05A1F,N
CSHQDM,6/9/11,6/13/11,6/14/11,BW,BEST WESTERN INTL,Best Western Ramkota Hotel Pierre SD,920 W Sioux Avenue,Pierre                   ,SD,57501,US,1,77.00,B2Q,Y
CSHUQI,4/12/12,4/17/12,4/19/12,CY,COURTYARD BY MARRIOTT,Courtyard Jackson,6280 Ridgewood Court,Jackson                  ,MS,39211,US,2,77.00,GOVB00,N
CSKUVV,6/17/13,6/19/13,6/20/13,HY,HYATT HOTELS,Hyatt Regency Crysta Arlington VA,2799 Jefferson Davis Hwy,Arlington                ,VA,22202,US,1,224.00,DBLFPL,Y
CSLBIJ,4/25/12,4/30/12,5/1/12,DT,DOUBLETREE HOTELS,Doubletree Bay City Riverfront,One Wenonah Park Place,Bay City                 ,MI,48708,US,1,77.00,A0AA97,Y
CSMUHK,2/21/13,2/26/13,3/1/13,MT,MICROTEL,Microtel - Clear Lake IA,1305 North 25Th Street,Clear Lake               ,IA,50428,US,3,50.00,NQ1ZGU,Y
CSSSJY,5/17/13,5/20/13,5/21/13,UI,UTELL INTERNATIONAL,Hotel Lombardy Washington DC,2019 I Street Nw,Washington               ,DC,20006,US,1,309.00,A1KRC0,N
CSTBMT,9/20/13,9/25/13,9/27/13,GI,HILTON GARDEN INN,Hilton Garden Inn Fort Worth Medical Cen,912 Northton Street,Fort Worth               ,TX,76104,US,2,139.00,A02A9P,Y
CSTBMT,9/23/13,9/25/13,9/27/13,GI,HILTON GARDEN INN,Hilton Garden Inn Fort Worth Medical Cen,912 Northton Street,Fort Worth               ,TX,76104,US,2,140.00,A02A9P,N
CSUMPF,5/4/11,5/8/11,5/13/11,WI,WESTIN HOTELS,The Westin Atlanta Airport,4736 Best Road,Atlanta                  ,GA,30337,US,5,26.40,D2D,Y
CSVBWI,1/9/13,1/14/13,1/17/13,HH,HILTON/CONRAD HOTELS,"Hilton Minneapolis Bloomington, MN",3800 American Boulevard East,Minneapolis              ,MN,55420,US,3,121.00,A00A5D,Y
CSWIIP,11/12/10,11/15/10,11/17/10,HY,HYATT HOTELS,Hyatt Regency Waikiki Beach HI,2424 Kalakaua Avenue,Honolulu                 ,HI,96815,US,2,177.00,VW4,N
CSWZHC,8/28/13,9/3/13,9/5/13,ES,EMBASSY SUITES,Embassy Ste Tucson Paloma VLG,3110 East Skyline Drive,Tucson                   ,AZ,85718,US,2,90.00,A01A1Y,Y
CSZUSW,7/29/13,8/1/13,8/2/13,HX,HAMPTON INNS,Hampton Inn Jackson Pearl Intl - Pearl M,1234 Phillips St,Pearl                    ,MS,39208,US,1,77.00,A06A0H,Y
CTATXA,1/6/11,1/10/11,1/12/11,RC,RESIDENCE INNS,Residence Inn Marriott - Arlington VA,1401 North Adams Street,Arlington                ,VA,22201,US,2,181.00,GOV,N
CTCFCZ,10/31/10,11/2/10,11/3/10,CX,COUNTRY HOSPITALITY INN,"Country Inn Suites Tampa, FL",8109 Benjamin Road,Tampa                    ,FL,33634,US,1,92.00,IA0,N
CTCQLN,12/28/11,1/4/12,1/5/12,DT,DOUBLETREE HOTELS,Doubletree Suites Columbus OH,50 South Front Street,Columbus                 ,OH,43215,US,1,94.00,A02A7G,N
CTCTPK,11/14/11,11/15/11,11/16/11,HX,HAMPTON INNS,Hampton Inn Stes Slc Airport Salt Lake C,307 Admiral Byrd Road,Salt Lake City           ,UT,84116,US,1,96.00,A04A10,N
CTDAPU,2/16/11,2/22/11,2/24/11,GI,HILTON GARDEN INN,Hilton Grdn Inn Daytona Beach FL,189 Midway Avenue,Jacksonville             ,FL,32214,US,2,149.00,A01,N
CTEYWZ,8/13/12,8/16/12,8/17/12,MS,MINTO PLACE SUITE HOTEL,Magnuson Hotel - Benton IL,711 W. Main Street,Benton                   ,IL,62812,US,1,58.49,N1KGOV,Y
CTHMSM,4/3/13,4/8/13,4/12/13,FA,FAIRMONT HOTELS,Fairmont San Francisco CA,Atop Nob Hill 950 Mason Street,San Francisco            ,CA,94108,US,4,155.00,D1QXVU,Y
CTLXFC,8/4/11,8/9/11,8/10/11,HX,HAMPTON INNS,Hampton Inn Eagle Pass TX,3301 East Main,Eagle Pass               ,TX,78852,US,1,77.00,A0E,Y
CTNNZN,10/20/11,10/25/11,10/28/11,SM,INNLINK,Basic Overnight Qua,2600A Crystal Drive,Arlington                ,VA,22202,US,3,204.14,A1QXVU,Y
CTQSSI,7/6/11,7/10/11,7/11/11,WI,WESTIN HOTELS,Westin Washington DC,1400 M Street N W,Washington               ,DC,20005,US,1,157.00,E1K,N
CTQSSI,7/6/11,7/11/11,7/15/11,WI,WESTIN HOTELS,Westin Washington DC,1400 M Street N W,Washington               ,DC,20005,US,4,157.00,E1K,Y
CTQSSI,7/6/11,7/11/11,7/15/11,WI,WESTIN HOTELS,Westin Washington DC,1400 M Street N W,Washington               ,DC,20005,US,4,157.00,E1K,N
CTSFUP,5/10/13,5/13/13,5/14/13,HY,HYATT HOTELS,Grand Hyatt San Diego,One Market Place,San Diego                ,CA,92101,US,1,133.00,KNGFPL,Y
CTTUTN,6/3/11,6/5/11,6/10/11,DT,DOUBLETREE HOTELS,Doubletree East Memphis TN,5069 Sanderlin Ave,Memphis                  ,TN,38117,US,5,96.00,A01,N
CTUFOX,1/12/11,1/18/11,1/21/11,MC,MARRIOTT HOTELS,Marriott Fair Oaks Fairfax VA,11787 Lee Jackson Hwy,Fairfax                  ,VA,22033,US,3,181.00,GOV,Y
CTWMQK,1/13/11,1/18/11,1/20/11,CY,COURTYARD BY MARRIOTT,Courtyard Crystal City,2899 Jefferson Davis Hwy,Arlington                ,VA,22202,US,2,181.00,GOV,N
CTWYMV,9/1/11,9/6/11,9/7/11,CP,CROWNE PLAZA HOTELS,Crowne Plaza Oceanfront Melbourne FL,2605 North A1A,Indialantic              ,FL,32903,US,1,99.00,KNG,Y
CTZLFV,1/18/12,1/23/12,1/25/12,GI,HILTON GARDEN INN,Hilton Grdn Inn Cmh Airport,4265 Sawyer Road,Columbus                 ,OH,43219,US,2,94.00,A02AKB,N
CTZLFV,1/19/12,1/24/12,1/25/12,GI,HILTON GARDEN INN,Hilton Grdn Inn Cmh Airport,4265 Sawyer Road,Columbus                 ,OH,43219,US,1,94.00,A02AKB,N
CTZLFV,1/21/12,1/24/12,1/25/12,GI,HILTON GARDEN INN,Hilton Grdn Inn Cmh Airport,4265 Sawyer Road,Columbus                 ,OH,43219,US,1,94.00,A02AKB,N
CUBZGH,2/22/12,2/26/12,3/1/12,SC,SCEPTRE HOSPITALITY SVCS,Pikes Waterfront Lodge Fairbanks AK,1850 Hoselton Rd,Fort Wainwright          ,AK,99703,US,4,75.00,C1KXVU,Y
CUEGAR,10/28/11,11/1/11,11/2/11,GI,HILTON GARDEN INN,Hilton Grdn Inn Tpa Ybor City,1700 East 9Th Avenue,Tampa                    ,FL,33605,US,1,92.00,A00AW2,N
CUEGAR,10/28/11,11/1/11,11/2/11,GI,HILTON GARDEN INN,Hilton Grdn Inn Tpa Ybor City,1700 East 9Th Avenue,Tampa                    ,FL,33605,US,1,92.00,A00AW2,N
CUEQNA,1/18/12,1/23/12,1/27/12,SI,SHERATON HOTELS,Sheraton Denver West Hotel Lakewood CO,360 Union Blvd,Denver                   ,CO,80228,US,4,149.00,C2QXVU,Y
CUEQNA,1/20/12,1/24/12,1/27/12,SI,SHERATON HOTELS,Sheraton Denver West Hotel Lakewood CO,360 Union Blvd,Denver                   ,CO,80228,US,3,149.00,C2QXVU,N
CUFHVH,1/9/12,1/12/12,1/13/12,MC,MARRIOTT HOTELS,Marriott Jw Pennsylvania Ave - Washingto,1331 Pennsylvania Ave,Washington               ,DC,20004,US,1,183.00,GOVA00,N
CUFHVH,1/9/12,1/12/12,1/13/12,MC,MARRIOTT HOTELS,Marriott Jw Pennsylvania Ave - Washingto,1331 Pennsylvania Ave,Washington               ,DC,20004,US,1,183.00,GOVA00,N
CUFVQT,3/21/12,3/29/12,3/30/12,MC,MARRIOTT HOTELS,Marriott Suites Dulles Herndon VA,13101 World Gate Drive,Herndon                  ,VA,20170,US,1,224.00,GOVA00,N
CUGMEB,8/23/12,8/28/12,8/29/12,WI,WESTIN HOTELS,Westin Book Cadillac Detroit MI,1114 Washington Blvd,Detroit                  ,MI,48226,US,1,91.00,A1KXVU,Y
CUKOLD,3/30/11,4/4/11,4/6/11,HH,HILTON/CONRAD HOTELS,Hilton Palmer House,17 East Monroe Street,Chicago                  ,IL,60603,US,2,166.00,A04,Y
CUNDQX,7/14/11,7/19/11,7/21/11,MS,MINTO PLACE SUITE HOTEL,Bitterroot River Inn - Hamilton MT,139 Bitterroot Plaza Drive,Hamilton                 ,MT,59840,US,2,77.00,N1K,Y
CUOAPO,2/10/12,2/15/12,2/16/12,AA,AMERICINNS,Americinn International Falls Mn,1500 Hwy 71,International Falls      ,MN,56649,US,1,79.98,H1DGOV,Y
CUOSWL,11/2/12,11/7/12,11/9/12,HH,HILTON/CONRAD HOTELS,Hilton Capitol,1001 16Th St Nw,Washington               ,DC,20036,US,2,183.00,A02F2R,Y
CUOZCN,4/13/12,4/25/12,4/27/12,ES,EMBASSY SUITES,Embassy Stes Tampa FL,555 N Westshore Blvd,Tampa                    ,FL,33609,US,2,144.00,A0HA88,N
CUOZCN,4/13/12,4/25/12,4/27/12,ES,EMBASSY SUITES,Embassy Stes Tampa FL,555 N Westshore Blvd,Tampa                    ,FL,33609,US,2,144.00,A0HA88,N
CUOZCN,4/13/12,4/25/12,4/27/12,ES,EMBASSY SUITES,Embassy Stes Tampa FL,555 N Westshore Blvd,Tampa                    ,FL,33609,US,2,144.00,A0HA88,N
CUOZCN,4/13/12,4/25/12,4/27/12,ES,EMBASSY SUITES,Embassy Stes Tampa FL,555 N Westshore Blvd,Tampa                    ,FL,33609,US,2,144.00,A0HA88,N
CUOZCN,4/19/12,4/25/12,4/27/12,ES,EMBASSY SUITES,Embassy Stes Tampa FL,555 N Westshore Blvd,Tampa                    ,FL,33609,US,2,144.00,A0HA88,N
CUOZCN,4/19/12,4/26/12,4/27/12,ES,EMBASSY SUITES,Embassy Stes Tampa FL,555 N Westshore Blvd,Tampa                    ,FL,33609,US,1,112.00,A0CAB0,N
CUOZCN,4/20/12,4/25/12,4/27/12,ES,EMBASSY SUITES,Embassy Stes Tampa FL,555 N Westshore Blvd,Tampa                    ,FL,33609,US,2,144.00,A0HA88,N
CUOZCN,4/20/12,4/26/12,4/27/12,ES,EMBASSY SUITES,Embassy Stes Tampa FL,555 N Westshore Blvd,Tampa                    ,FL,33609,US,1,112.00,A0CAB0,N
