GDS Record Locator,Reservation Date,Check In Date,Check Out Date,Hotel Chain Code,Hotel Chain Name,Hotel Property Name,Hotel Address,Hotel City Name,Hotel State,Hotel Zip Code,Hotel Country Code,Number of Room Nights,Daily Rate,Room Rate Code,Online Indicator
JUNGBF,4/1/11,4/5/11,4/6/11,HY,HYATT HOTELS,Hyatt Place Reno NV,1790 East Plumb Lane,Reno                     ,NV,89502,US,1,98.00,KNG,N
CEKBHA,4/1/11,4/6/11,4/8/11,YX,SYNXIS CORPORATION,Kyoto Grand Hotel And Gardens Los Angele,120 South Los Angeles St,Los Angeles              ,CA,90012,US,2,123.00,A2D,Y
CEKBHA,4/1/11,4/6/11,4/8/11,YX,SYNXIS CORPORATION,Kyoto Grand Hotel And Gardens Los Angele,120 South Los Angeles St,Los Angeles              ,CA,90012,US,2,123.00,A2D,Y
NXQPEB,4/3/11,4/4/11,4/5/11,CY,COURTYARD BY MARRIOTT,Courtyard Tampa Downtown,102 East Cass Street,Tampa                    ,FL,33602,US,1,108.00,GOV,N
OGFDYO,4/4/11,4/4/11,4/6/11,ES,EMBASSY SUITES,"Embassy Stes Minnea Bloomington, NM",7901 34Th Ave S,Minneapolis              ,MN,55425,US,2,120.00,A04,N
OGFDYO,4/4/11,4/4/11,4/6/11,ES,EMBASSY SUITES,"Embassy Stes Minnea Bloomington, NM",7901 34Th Ave S,Minneapolis              ,MN,55425,US,2,120.00,A04,N
NQJWPH,4/4/11,4/5/11,4/9/11,IR,PADRE ISLAND,Regency Fairbanks Hotel AK,95 Tenth Avenue,Fairbanks                ,AK,99701,US,4,66.75,B2Q,N
DJOTMC,4/4/11,4/5/11,4/6/11,HX,HAMPTON INNS,Hampton Inn Youngstown OH,880 N Canfield Niles Road,Youngstown               ,OH,44515,US,1,82.00,A0C,N
PEXAPC,4/4/11,4/6/11,4/7/11,DT,DOUBLETREE HOTELS,"Doubletree Spokane, WA",322 North Spokane Falls Court,Spokane                  ,WA,99210,US,1,86.00,A02,Y
JXYRIH,4/4/11,4/6/11,4/7/11,XX,INDEPENDENT,Non GDS Participating Hotel,,Greenville,MS,,US,1,75.59,CORP,N
CEKBHA,4/4/11,4/6/11,4/8/11,YX,SYNXIS CORPORATION,Kyoto Grand Hotel And Gardens Los Angele,120 South Los Angeles St,Los Angeles              ,CA,90012,US,2,123.00,A2D,N
OINMMV,4/4/11,4/6/11,4/7/11,IN,INDIGO HOTELS,Hotel Indigo Gaslamp Quarter,509 9th Avenue,San Diego                ,CA,92101,US,1,131.00,KNG,Y
EHFAXN,4/4/11,4/6/11,4/7/11,WG,WINGATE INNS,Wingate By Wyndham - Green Bay WI,2065 Airport Drive,Green Bay                ,WI,54313,US,1,77.00,NK1,N
JXYRIH,4/4/11,4/7/11,4/8/11,CY,COURTYARD BY MARRIOTT,Courtyard Marriott - Memphis TN,75 Jefferson Ave,Memphis                  ,TN,38103,US,1,96.00,GOV,N
LIAZCM,4/5/11,4/4/11,4/6/11,WH,W HOTELS,Hotel Washington DC,515 15th Street,Washington               ,DC,20004,US,2,569.00,J1K,Y
EUZYUG,4/5/11,4/4/11,4/7/11,HY,HYATT HOTELS,Hyatt Regency Crysta Arlington VA,2799 Jefferson Davis Hwy,Arlington                ,VA,22202,US,3,259.00,KIG,N
GHHXKS,4/6/11,4/7/11,4/8/11,ES,EMBASSY SUITES,Embassy Suites Mcallen TX,1800 S Second St,Mcallen                  ,TX,78503,US,1,85.00,A07,N
CBDTFV,4/6/11,4/9/11,4/12/11,HH,HILTON/CONRAD HOTELS,Hilton Charlotte And Towers,222 East Third Street,Charlotte                ,NC,28202,US,3,95.00,A00,Y
OKQHGY,4/6/11,4/10/11,4/13/11,HH,HILTON/CONRAD HOTELS,Pointe Hilton Tapatio Cliffs Phoenix AZ,11111 North 7Th Street,Phoenix                  ,AZ,85020,US,3,163.18,A0G,N
PIEYPQ,4/6/11,4/10/11,4/15/11,SI,SHERATON HOTELS,Sheraton Suites Country Club - Kansas Ci,770 W 47Th St,Kansas City              ,MO,64112,US,5,99.00,C1K,Y
PYFJSG,4/6/11,4/10/11,4/15/11,SI,SHERATON HOTELS,Sheraton Suites Country Club - Kansas Ci,770 W 47Th St,Kansas City              ,MO,64112,US,5,19.80,Q1K,Y
CQFBZV,4/6/11,4/10/11,4/12/11,GW,GREAT HOTELS OF THE WORLD,Van Der Valk Hotel - Heerlen NL,Terworm 10,Heerlen,,,NL,2,155.00,C1D,N
DOVDUX,4/6/11,4/10/11,4/12/11,GW,GREAT HOTELS OF THE WORLD,Van Der Valk Hotel - Heerlen NL,Terworm 10,Heerlen,,,NL,2,155.00,C1D,N
GNVTNX,4/6/11,4/10/11,4/12/11,GW,GREAT HOTELS OF THE WORLD,Van Der Valk Hotel - Heerlen NL,Terworm 10,Heerlen,,,NL,2,155.00,C1D,N
IJTZEQ,4/6/11,4/10/11,4/12/11,GW,GREAT HOTELS OF THE WORLD,Van Der Valk Hotel - Heerlen NL,Terworm 10,Heerlen,,,NL,2,155.00,C1D,N
FPGZML,4/6/11,4/11/11,4/12/11,SI,SHERATON HOTELS,Sheraton Roanoke Hotel and Conference Ce,2801 Hershberger Road Nw,Roanoke                  ,VA,24017,US,1,99.00,A1K,N
LPRIDQ,4/6/11,4/11/11,4/12/11,CY,COURTYARD BY MARRIOTT,Courtyard Orlando Downtown,730 North Magnolia Avenue,Orlando                  ,FL,32803,US,1,104.00,GOV,N
PTLDBK,4/6/11,4/11/11,4/12/11,GI,HILTON GARDEN INN,Hilton Garden Inn Mcallen TX,617 Expressway 83,Mcallen                  ,TX,78503,US,1,85.00,A02,Y
GRBNKU,4/6/11,4/11/11,4/13/11,BR,RENAISSANCE HOTELS,Renaissance Mayflower,1127 Connecticut Ave Nw,Washington               ,DC,20036,US,2,211.00,GOV,N
MQJQKR,4/6/11,4/11/11,4/12/11,HY,HYATT HOTELS,Hyatt Place Sat Airport - San Antonio TX,7615 Jones  Maltsberger,San Antonio              ,TX,78216,US,1,106.00,KNG,N
DRKCQP,4/6/11,4/11/11,4/14/11,HI,HOLIDAY INNS,Holiday Inn Georgetown,2101 Wisconsin Ave Nw,Washington               ,DC,20007,US,3,211.00,KSN,N
NAJYGE,4/6/11,4/11/11,4/14/11,YX,SYNXIS CORPORATION,Kyoto Grand Hotel And Gardens Los Angele,120 South Los Angeles St,Los Angeles              ,CA,90012,US,3,123.00,A1K,N
HLANOT,4/6/11,4/11/11,4/12/11,HX,HAMPTON INNS,Hampton Inn Stes Charlotte NC,9110 Southern Pine Blvd,Charlotte                ,NC,28273,US,1,95.00,A07,N
OCFHNS,4/6/11,4/11/11,4/15/11,HI,HOLIDAY INNS,Holiday Inn Airport El Paso TX,6655 Gateway W,El Paso                  ,TX,79925,US,4,88.00,XON,Y
JRPYTT,4/6/11,4/11/11,4/12/11,WA,WALDORF ASTORIA,Hilton Waldorf Ast,301 Park Ave,New York                 ,NY,10022,US,1,212.00,A0X,Y
BMJFPI,4/6/11,4/11/11,4/12/11,ES,EMBASSY SUITES,Embassy Suites Chicago Dtwn IL,600 N State St,Chicago                  ,IL,60610,US,1,166.00,A02,Y
CHKTPV,4/6/11,4/11/11,4/12/11,BU,BAYMONT INN STES,Baymont I S Traverse City MI,2326 Us 31 South,Traverse City            ,MI,49684,US,1,69.95,NQQ,N
CRPLSP,4/6/11,4/11/11,4/12/11,HH,HILTON/CONRAD HOTELS,Hilton Toledo OH,3100 Glendale Avenue,Toledo                   ,OH,43614,US,1,77.00,A00,N
LTCMRJ,4/6/11,4/11/11,4/13/11,HY,HYATT HOTELS,Hyatt Place Overland Park KS,5001 W. 110Th Street,Leawood                  ,KS,66211,US,2,99.00,KNG,Y
DUAJVZ,4/6/11,4/12/11,4/15/11,SM,SHONEYS INNS,Select Inn Minot,225 22Nd Avenue Nw,Minot                    ,ND,58703,US,3,71.98,N1Q,N
JRPYTT,4/6/11,4/12/11,4/14/11,DT,DOUBLETREE HOTELS,Doubletree Guest Suites Omaha NE,7270 Cedar Street,Omaha                    ,NE,68124,US,2,189.00,A0I,Y
CQFBZV,4/6/11,4/12/11,4/17/11,HI,HOLIDAY INNS,Holiday Inn Airport - Diegem BE,Holidaystraat 7,Diegem,,,BE,5,220.35,KNG,N
DOVDUX,4/6/11,4/12/11,4/17/11,HI,HOLIDAY INNS,Holiday Inn Airport - Diegem BE,Holidaystraat 7,Diegem,,,BE,5,220.35,STN,N
GNVTNX,4/6/11,4/12/11,4/17/11,HI,HOLIDAY INNS,Holiday Inn Airport - Diegem BE,Holidaystraat 7,Diegem,,,BE,5,220.35,KNG,N
IJTZEQ,4/6/11,4/12/11,4/17/11,HI,HOLIDAY INNS,Holiday Inn Airport - Diegem BE,Holidaystraat 7,Diegem,,,BE,5,220.35,KNG,N
CQFBZV,4/6/11,4/20/11,4/21/11,HI,HOLIDAY INNS,Holiday Inn London,Bath Road - Sipson Way,London,,UB7 0DP,GB,1,130.60,1DN,N
DOVDUX,4/6/11,4/20/11,4/21/11,HI,HOLIDAY INNS,Holiday Inn London,Bath Road - Sipson Way,London,,UB7 0DP,GB,1,130.60,1DN,N
GNVTNX,4/6/11,4/20/11,4/21/11,HI,HOLIDAY INNS,Holiday Inn London,Bath Road - Sipson Way,London,,UB7 0DP,GB,1,130.60,1DN,N
IJTZEQ,4/6/11,4/20/11,4/21/11,HI,HOLIDAY INNS,Holiday Inn London,Bath Road - Sipson Way,London,,UB7 0DP,GB,1,130.60,1DN,N
FHAIKS,4/7/11,4/10/11,4/11/11,HI,HOLIDAY INNS,"Holiday Inn Exp Stes Great Falls, MT",1625 Marketplace Drive,Great Falls              ,MT,59404,US,1,77.00,2DN,Y
OHUHQV,4/7/11,4/11/11,4/13/11,HH,HILTON/CONRAD HOTELS,"Hilton Minneapolis Bloomington, MN",3800 American Boulevard East,Minneapolis              ,MN,55420,US,2,120.00,A00,Y
JSOKOJ,4/7/11,4/11/11,4/12/11,HY,HYATT HOTELS,Hyatt Place Sat Airport - San Antonio TX,7615 Jones  Maltsberger,San Antonio              ,TX,78216,US,1,106.00,KNG,N
CLZGTW,4/7/11,4/11/11,4/14/11,HX,HAMPTON INNS,Hampton Inn Stes Seattle Federal Way WA,31720 Gateway Center Boulevard,Federal Way              ,WA,98003,US,3,109.00,A01,N
KUTBJJ,4/7/11,4/11/11,4/14/11,CY,COURTYARD BY MARRIOTT,Courtyard Sea-Federal Way,31910 Gateway Center Blvd S,Federal Way              ,WA,98003,US,3,139.00,GVB,N
BZQJJD,4/7/11,4/12/11,4/13/11,HH,HILTON/CONRAD HOTELS,Hilton San Francisco,333 O Farrell,San Francisco            ,CA,94102,US,1,150.00,A06,N
JECMTX,4/7/11,4/12/11,4/13/11,HH,HILTON/CONRAD HOTELS,Hilton Eugene,66 East 6Th Avenue,Eugene                   ,OR,97401,US,1,97.00,A00,Y
CWHJTY,4/7/11,4/12/11,4/15/11,GI,HILTON GARDEN INN,Hilton Garden Inn Scottsdale AZ,7324 E Indian School Road,Scottsdale               ,AZ,85251,US,3,126.00,A03,N
CWHJTY,4/7/11,4/12/11,4/15/11,GI,HILTON GARDEN INN,Hilton Garden Inn Scottsdale AZ,7324 E Indian School Road,Scottsdale               ,AZ,85251,US,3,126.00,A03,N
CMMRGX,4/7/11,4/12/11,4/14/11,HI,HOLIDAY INNS,Holiday Inn Flamingo - Las Vegas NV,4055 Palos Verdes Street,Las Vegas                ,NV,89119,US,2,93.00,KFN,N
MFYOSX,4/7/11,4/12/11,4/13/11,HI,HOLIDAY INNS,Holiday Inn Expres Suites - Eagle Pass T,2007 Loop 431,Eagle Pass               ,TX,78852,US,1,77.00,STN,N
BMRLAF,4/7/11,4/12/11,4/13/11,HY,HYATT HOTELS,Hyatt Regency Columbus OH,350 N High Street,Columbus                 ,OH,43215,US,1,94.00,DBL,N
EWPKJD,4/7/11,4/12/11,4/13/11,HY,HYATT HOTELS,Hyatt Regency Columbus OH,350 N High Street,Columbus                 ,OH,43215,US,1,94.00,DBL,N
BXZLKP,4/7/11,4/12/11,4/14/11,HX,HAMPTON INNS,Hampton Inn Youngstown OH,880 N Canfield Niles Road,Youngstown               ,OH,44515,US,2,82.00,A0C,N
OSTGYD,4/8/11,4/11/11,4/12/11,HH,HILTON/CONRAD HOTELS,"Hilton Minneapolis Bloomington, MN",3800 American Boulevard East,Minneapolis              ,MN,55420,US,1,120.00,A00,N
GRBNKU,4/8/11,4/12/11,4/13/11,BR,RENAISSANCE HOTELS,Renaissance Mayflower,1127 Connecticut Ave Nw,Washington               ,DC,20036,US,1,211.00,GOV,N
IGPGSF,4/8/11,4/13/11,4/14/11,CP,CROWNE PLAZA HOTELS,Crowne Plaza Dayton OH,33 East Fifth Street,Dayton                   ,OH,45402,US,1,81.00,2DN,Y
GRBNKU,4/8/11,4/13/11,4/15/11,GI,HILTON GARDEN INN,Hilton Gi Nashville Vanderbilt,1715 Broadway,Nashville                ,TN,37203,US,2,110.00,A00,N
FINXWP,4/8/11,4/13/11,4/14/11,HI,HOLIDAY INNS,Holiday Inn Colorado Springs CO,1855 Aeroplaza Drive,Colorado Springs         ,CO,80916,US,1,84.00,2QN,Y
PGITFL,4/9/11,4/9/11,4/10/11,HH,HILTON/CONRAD HOTELS,Hilton Charlotte And Towers,222 East Third Street,Charlotte                ,NC,28202,US,1,95.00,A03,N
PGITFL,4/9/11,4/9/11,4/10/11,HH,HILTON/CONRAD HOTELS,Hilton Charlotte And Towers,222 East Third Street,Charlotte                ,NC,28202,US,1,95.00,A03,N
FPGZML,4/10/11,4/11/11,4/12/11,SI,SHERATON HOTELS,Sheraton Roanoke Hotel and Conference Ce,2801 Hershberger Road Nw,Roanoke                  ,VA,24017,US,1,99.00,A1K,N
EQEECK,4/10/11,4/11/11,4/12/11,HR,HARRAHS HOTELS,Flamingo Las Vegas,3555 Las Vegas Blvd South,Las Vegas                ,NV,89109,US,1,225.00,B1K,N
DOLGKE,4/11/11,4/12/11,4/13/11,HH,HILTON/CONRAD HOTELS,"Hilton Minneapolis Bloomington, MN",3800 American Boulevard East,Minneapolis              ,MN,55420,US,1,120.00,A00,Y
PKJVCO,4/11/11,4/12/11,4/13/11,AK,The Henry Autograph - Dearborn MI,The Henry Autograph - Dearborn MI,300 Town Center Drive,Dearborn                 ,MI,48126,US,1,95.00,GOV,N
EBEQVQ,4/11/11,4/12/11,4/13/11,MO,MANDARIN ORIENTAL HOTELS,Mandarin Oriental Washington DC,1330 Maryland Avenue Sw,Washington               ,DC,20024,US,1,211.00,A1K,N
CWHJTY,4/11/11,4/12/11,4/15/11,IN,INDIGO HOTELS,Hotel Indigo Scottsdale AZ,4415 North Civic Center Plaza,Scottsdale               ,AZ,85251,US,3,126.00,2DN,N
MXJMYG,4/11/11,4/12/11,4/13/11,QI,QUALITY INNS,Quality Inn Stes Elizabethtown KY,2002 N Mulberry St,Elizabethtown            ,KY,42701,US,1,70.00,ZB0,N
MXJMYG,4/11/11,4/12/11,4/13/11,QI,QUALITY INNS,Quality Inn Stes Elizabethtown KY,2002 N Mulberry St,Elizabethtown            ,KY,42701,US,1,70.00,ZB0,N
HILCON,4/11/11,4/12/11,4/13/11,WI,WESTIN HOTELS,"Westin Detroit Metro Detroit, MI",2501 Worldgateway Place,Detroit                  ,MI,48242-6298,US,1,95.00,A1K,N
HILCON,4/11/11,4/12/11,4/13/11,WI,WESTIN HOTELS,"Westin Detroit Metro Detroit, MI",2501 Worldgateway Place,Detroit                  ,MI,48242-6298,US,1,95.00,A1K,N
EJJSRY,4/11/11,4/12/11,4/13/11,QI,QUALITY INNS,Quality Inn Stes Elizabethtown KY,2002 N Mulberry St,Elizabethtown            ,KY,42701,US,1,70.00,Z10,N
GJDKNX,4/11/11,4/12/11,4/13/11,QI,QUALITY INNS,Quality Inn Stes Elizabethtown KY,2002 N Mulberry St,Elizabethtown            ,KY,42701,US,1,70.00,ZB0,N
IGPGSF,4/11/11,4/13/11,4/14/11,CP,CROWNE PLAZA HOTELS,Crowne Plaza Dayton OH,33 East Fifth Street,Dayton                   ,OH,45402,US,1,81.00,2DN,Y
OJJHVD,4/11/11,4/13/11,4/14/11,WI,WESTIN HOTELS,"The Westin Gaslamp San Diego, CA",910 Broadway Circle,San Diego                ,CA,92101,US,1,131.00,A2D,Y
HILCON,4/11/11,4/13/11,4/15/11,CY,COURTYARD BY MARRIOTT,Courtyard Detroit Downtown,333 East Jefferson,Detroit                  ,MI,48226,US,2,95.00,GOV,N
HILCON,4/11/11,4/13/11,4/15/11,CY,COURTYARD BY MARRIOTT,Courtyard Detroit Downtown,333 East Jefferson,Detroit                  ,MI,48226,US,2,95.00,GOV,N
FISRFC,4/11/11,4/13/11,4/14/11,BU,BAYMONT INN STES,Baymont I S Traverse City MI,2326 Us 31 South,Traverse City            ,MI,49684,US,1,69.95,NK1,N
FFOJQA,4/11/11,4/14/11,4/15/11,MC,MARRIOTT HOTELS,Marriott Miami Biscayne Bay,1633 North Bayshore Drive,Miami                    ,FL,33132,US,1,128.00,GOV,Y
LEWVCA,4/11/11,4/14/11,4/15/11,MC,MARRIOTT HOTELS,Marriott Financial Center New York NY,85 West Street,New York                 ,NY,10006,US,1,212.00,GME,N
LEWVCA,4/11/11,4/14/11,4/15/11,MC,MARRIOTT HOTELS,Marriott Financial Center New York NY,85 West Street,New York                 ,NY,10006,US,1,212.00,GME,N
FFLYTN,4/11/11,4/18/11,4/21/11,GI,HILTON GARDEN INN,Hilton Grdn Inn Detroit Downtown MI,351 Gratiot Avenue,Detroit                  ,MI,48226,US,3,95.00,A03,N
MQJQKR,4/12/11,4/11/11,4/12/11,HY,HYATT HOTELS,Hyatt Place Sat Airport - San Antonio TX,7615 Jones  Maltsberger,San Antonio              ,TX,78216,US,1,106.00,KNG,N
GRBNKU,4/12/11,4/12/11,4/13/11,BR,RENAISSANCE HOTELS,Renaissance Mayflower,1127 Connecticut Ave Nw,Washington               ,DC,20036,US,1,211.00,GOV,N
MXJMYG,4/12/11,4/12/11,4/13/11,QI,QUALITY INNS,Quality Inn Stes Elizabethtown KY,2002 N Mulberry St,Elizabethtown            ,KY,42701,US,1,70.00,ZB0,N
MXJMYG,4/12/11,4/12/11,4/13/11,QI,QUALITY INNS,Quality Inn Stes Elizabethtown KY,2002 N Mulberry St,Elizabethtown            ,KY,42701,US,1,70.00,ZB0,N
EJJSRY,4/12/11,4/12/11,4/13/11,QI,QUALITY INNS,Quality Inn Stes Elizabethtown KY,2002 N Mulberry St,Elizabethtown            ,KY,42701,US,1,70.00,Z10,N
GJDKNX,4/12/11,4/12/11,4/13/11,QI,QUALITY INNS,Quality Inn Stes Elizabethtown KY,2002 N Mulberry St,Elizabethtown            ,KY,42701,US,1,70.00,ZB0,N
GRBNKU,4/12/11,4/13/11,4/14/11,GI,HILTON GARDEN INN,Hilton Gi Nashville Vanderbilt,1715 Broadway,Nashville                ,TN,37203,US,1,110.00,A00,N
NACVUU,4/12/11,4/13/11,4/15/11,HI,HOLIDAY INNS,Holiday Inn Downtown New York,138 Lafayette Street,New York                 ,NY,10013,US,2,212.00,2DN,N
GZDSCF,4/12/11,4/16/11,4/17/11,HI,HOLIDAY INNS,Holiday Inn London,Bath Road - Sipson Way,London,,UB7 0DP,GB,1,130.60,1DN,N
BZUKGT,4/12/11,4/18/11,4/20/11,HX,HAMPTON INNS,Hampton Inn Stes Fort Pierce,1985 Reynolds Drive,Fort Pierce              ,FL,34945,US,2,77.00,A0A,N
JRVPCE,4/12/11,4/18/11,4/21/11,SI,SHERATON HOTELS,Sheraton Denver West Hotel Lakewood CO,360 Union Blvd,Denver                   ,CO,80228,US,3,129.00,A1K,N
GZDSCF,4/12/11,4/20/11,4/21/11,HI,HOLIDAY INNS,Holiday Inn London,Bath Road - Sipson Way,London,,UB7 0DP,GB,1,130.60,1DN,N
GCZGCR,4/13/11,4/17/11,4/22/11,SI,SHERATON HOTELS,Four Points Washington DC,1201 K Street Nw,Washington               ,DC,20005,US,5,211.00,L1K,N
HWKYLX,4/13/11,4/17/11,4/23/11,WI,WESTIN HOTELS,Westin Washington DC,1400 M Street N W,Washington               ,DC,20005,US,6,211.00,A1K,N
GORVWU,4/13/11,4/17/11,4/19/11,HX,HAMPTON INNS,Hampton Inn Stes Seattle Federal Way WA,31720 Gateway Center Boulevard,Federal Way              ,WA,98003,US,2,139.00,A02,Y
GZWCCH,4/13/11,4/17/11,4/20/11,ES,EMBASSY SUITES,Embassy Suites Raleigh NC,4700 Creedmoor Rd,Raleigh                  ,NC,27612,US,3,90.00,A0I,Y
ODRUOJ,4/13/11,4/17/11,4/21/11,SI,SHERATON HOTELS,Sheraton Denver West Hotel Lakewood CO,360 Union Blvd,Denver                   ,CO,80228,US,4,129.00,X1K,Y
OSEULJ,4/13/11,4/17/11,4/29/11,OM,OMNI/SUPRANATIONAL,Omni Interlocken Resort Broomfield CO,500 Interlocken Blvd,Broomfield               ,CO,80021,US,12,104.00,A1K,Y
KNECHT,4/13/11,4/18/11,4/21/11,HI,HOLIDAY INNS,Holiday Inn Express Spokane Dwtn WA,N 801 Division St,Spokane                  ,WA,99202,US,3,86.00,STN,Y
OFNZCL,4/13/11,4/18/11,4/20/11,BW,BEST WESTERN INTL,Best Western Ramkota Hotel Pierre SD,920 W Sioux Avenue,Pierre                   ,SD,57501,US,2,77.00,B2Q,Y
JJQSWP,4/13/11,4/18/11,4/22/11,HY,HYATT HOTELS,Hyatt Regency Waikiki Beach HI,2424 Kalakaua Avenue,Honolulu                 ,HI,96815,US,4,177.00,VW4,Y
CGXWGS,4/13/11,4/18/11,4/19/11,CY,COURTYARD BY MARRIOTT,Courtyard Marriott San Diego Airport,2592 Laning Road,San Diego                ,CA,92106,US,1,131.00,FDM,Y
EIPPOM,4/13/11,4/18/11,4/19/11,CY,COURTYARD BY MARRIOTT,Courtyard Marriott San Diego Airport,2592 Laning Road,San Diego                ,CA,92106,US,1,131.00,FDM,Y
JAVYYT,4/13/11,4/18/11,4/20/11,FA,FAIRMONT HOTELS,Fairmont Copley Plaza,138 St James Avenue,Boston                   ,MA,02116,US,2,190.00,F1K,Y
NMIJHS,4/13/11,4/18/11,4/20/11,HY,HYATT HOTELS,Grand Hyatt Denver,1750 Welton Street,Denver                   ,CO,80202,US,2,141.00,KNG,Y
MVCIJO,4/13/11,4/18/11,4/22/11,ES,EMBASSY SUITES,Embassy Suites Atlanta GA,267 Marietta Street,Atlanta                  ,GA,30313,US,4,132.00,A07,N
JKSMQB,4/13/11,4/18/11,4/21/11,DI,DAYS INN,Days Inn Seattle - Auburn WA,1521 D Street Ne,Auburn                   ,WA,98002,US,3,53.59,NQ1,Y
DWFMAJ,4/13/11,4/18/11,4/20/11,HX,HAMPTON INNS,Hampton Inn Burlington - Westampton NJ,2024 Route 541,Mount Holly              ,NJ,08060,US,2,92.00,A0D,Y
PJCQDQ,4/13/11,4/18/11,4/20/11,BR,RENAISSANCE HOTELS,Renaissance Mayflower,1127 Connecticut Ave Nw,Washington               ,DC,20036,US,2,211.00,GOV,Y
ILMTAJ,4/13/11,4/18/11,4/20/11,GI,HILTON GARDEN INN,Hilton Garden Inn Lakewood,1885 Rt 70,LAKEWOOD,NJ,08701,US,2,78.00,A04,Y
PWZSWU,4/13/11,4/18/11,4/20/11,GI,HILTON GARDEN INN,Hilton Garden Inn Lakewood,1885 Rt 70,LAKEWOOD,NJ,08701,US,2,78.00,A04,Y
DNVPXU,4/13/11,4/18/11,4/21/11,SI,SHERATON HOTELS,Sheraton Denver West Hotel Lakewood CO,360 Union Blvd,Denver                   ,CO,80228,US,3,129.00,A1K,Y
HGMCKV,4/13/11,4/18/11,4/21/11,BR,RENAISSANCE HOTELS,Renaissance Worthington,200 Main Street,Fort Worth               ,TX,76102,US,3,138.00,GOV,N
CFBSYI,4/13/11,4/19/11,4/21/11,HH,HILTON/CONRAD HOTELS,Fort Worth Hilton TX,815 Main Street,Fort Worth               ,TX,76102,US,2,345.00,A00,Y
ILMTAJ,4/13/11,4/20/11,4/21/11,HI,HOLIDAY INNS,"Holiday Inn Hotel Circle San Diego, CA",595 Hotel Circle S,San Diego                ,CA,92108,US,1,102.00,KFN,Y
PWZSWU,4/13/11,4/20/11,4/21/11,HI,HOLIDAY INNS,"Holiday Inn Hotel Circle San Diego, CA",595 Hotel Circle S,San Diego                ,CA,92108,US,1,102.00,KFN,Y
ILMTAJ,4/13/11,4/21/11,4/22/11,DT,DOUBLETREE HOTELS,Doubletree Washington Natl Airport,300 Army Navy Drive,Arlington                ,VA,22202,US,1,211.00,A03,Y
PWZSWU,4/13/11,4/21/11,4/22/11,DT,DOUBLETREE HOTELS,Doubletree Washington Natl Airport,300 Army Navy Drive,Arlington                ,VA,22202,US,1,211.00,A03,Y
LEWVCA,4/14/11,4/14/11,4/15/11,MC,MARRIOTT HOTELS,Marriott Financial Center New York NY,85 West Street,New York                 ,NY,10006,US,1,212.00,GME,N
KZBQOK,4/14/11,4/17/11,4/18/11,ES,EMBASSY SUITES,Embassy Suites Boston MA,207 Porter St,Boston                   ,MA,02128,US,1,179.00,A02,Y
LBEKSY,4/14/11,4/18/11,4/21/11,HH,HILTON/CONRAD HOTELS,Hilton Salt Lake City Center,255 South West Temple,Salt Lake City           ,UT,84101,US,3,95.00,A09,N
BHPWEH,4/14/11,4/18/11,4/19/11,CI,COMFORT INNS,Comfort Inn And Suites Hogansburg NY,865 Nys Route 37,Hogansburg               ,NY,13655,US,1,77.00,Z10,N
CMIZQR,4/14/11,4/18/11,4/19/11,ES,EMBASSY SUITES,Embassy Suites Winston-Salem,460 North Cherry Street,Winston Salem            ,NC,27101,US,1,83.00,A02,Y
FTJSGC,4/14/11,4/18/11,4/20/11,HI,HOLIDAY INNS,Holiday Inn Exp Ste - Fort Worth TX,1111 W. Lancaster Avenue,Fort Worth               ,TX,76102,US,2,138.00,XKN,N
NKNTQE,4/14/11,4/18/11,4/20/11,KC,KIMCO HOTELS,Onyx A Kimpton Hotel - Boston MA,155 Portland Street,Boston                   ,MA,02114,US,2,190.00,B1K,N
GAZVNC,4/14/11,4/18/11,4/22/11,IC,INTERCONTINENTAL HOTELS,Intercontinental Ka,401 Ward Parkway,Kansas City              ,MO,64112,US,4,99.00,CTS,N
KCZRKU,4/14/11,4/18/11,4/20/11,GI,HILTON GARDEN INN,Hilton Garden Inn Lakewood,1885 Rt 70,LAKEWOOD,NJ,08701,US,2,78.00,A04,Y
BMMWUC,4/14/11,4/19/11,4/21/11,HG,HOMEWOOD SUITE,Homewood Ste Denver - Lakewood CO,139 Union Blvd,Denver                   ,CO,80228,US,2,141.00,A07,N
NCBCHN,4/14/11,4/19/11,4/22/11,HY,HYATT HOTELS,Grand Hyatt Washington DC,1000 H St,Washington               ,DC,20001,US,3,211.00,KNG,Y
LYBFPX,4/14/11,4/19/11,4/22/11,HY,HYATT HOTELS,Hyatt Regency Reston VA,1800 Presidents St,Reston                   ,VA,20190,US,3,211.00,DBL,Y
NPFVHV,4/14/11,4/19/11,4/20/11,CY,COURTYARD BY MARRIOTT,Courtyard Spokane,North 401 Riverpoint Blvd,Spokane                  ,WA,99202,US,1,86.00,GOV,N
ESZWYG,4/14/11,4/19/11,4/22/11,WI,WESTIN HOTELS,The Westin Tysons Corner Fall Church VA,7801 Leesburg Pike,Falls Church             ,VA,22043,US,3,211.00,X1K,Y
PXVEKX,4/14/11,4/19/11,4/22/11,WI,WESTIN HOTELS,The Westin Tysons Corner Fall Church VA,7801 Leesburg Pike,Falls Church             ,VA,22043,US,3,211.00,C1Q,Y
KCZRKU,4/14/11,4/20/11,4/21/11,HI,HOLIDAY INNS,"Holiday Inn Hotel Circle San Diego, CA",595 Hotel Circle S,San Diego                ,CA,92108,US,1,102.00,KFN,Y
